message_index,event,event_type,start_time,total_elapsed_time,total_timer_time,total_distance,total_cycles,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,lap_trigger,sport,num_lengths,first_length_index,avg_stroke_distance,swim_stroke,num_active_lengths,min_heart_rate,enhanced_avg_speed,date,time
[10],lap,stop,"10/21/2025, 05:18:26 AM",20.6,20.6,22.86,,117.0,117.0,0.0,0.0,manual,swimming,1.0,21.0,22.86,im,1.0,117.0,,10/21/2025,05:18:46 AM
[11],lap,stop,"10/21/2025, 05:18:47 AM",17.8,17.8,0.0,,117.0,117.0,0.0,0.0,manual,swimming,0.0,,,,0.0,117.0,0.0,10/21/2025,05:19:04 AM
[12],lap,stop,"10/21/2025, 05:19:04 AM",6.5,6.5,22.86,12.0,132.0,132.0,5.0,5.0,manual,swimming,1.0,23.0,22.86,backstroke,1.0,132.0,,10/21/2025,05:19:10 AM
[13],lap,stop,"10/21/2025, 05:19:11 AM",15.1,15.1,0.0,,132.0,132.0,0.0,0.0,manual,swimming,0.0,,,,0.0,132.0,0.0,10/21/2025,05:19:26 AM
[14],lap,stop,"10/21/2025, 05:19:26 AM",44.6,44.6,45.72,30.0,132.0,132.0,14.0,14.0,manual,swimming,2.0,25.0,45.72,mixed,2.0,132.0,,10/21/2025,05:20:10 AM
[15],lap,stop,"10/21/2025, 05:20:14 AM",24.3,24.3,0.0,,132.0,132.0,0.0,0.0,manual,swimming,0.0,,,,0.0,132.0,0.0,10/21/2025,05:20:38 AM
[16],lap,stop,"10/21/2025, 05:20:39 AM",27.5,27.5,45.72,21.0,145.0,145.0,13.0,13.0,manual,swimming,2.0,28.0,45.72,mixed,2.0,145.0,,10/21/2025,05:21:06 AM
[17],lap,stop,"10/21/2025, 05:21:10 AM",2.9,2.9,0.0,,145.0,145.0,0.0,0.0,manual,swimming,0.0,,,,0.0,145.0,0.0,10/21/2025,05:21:12 AM
[18],lap,stop,"10/21/2025, 05:21:13 AM",69.0,69.0,45.72,40.0,146.0,146.0,1.0,1.0,manual,swimming,2.0,31.0,45.72,im,2.0,146.0,,10/21/2025,05:22:22 AM
[19],lap,stop,"10/21/2025, 05:22:22 AM",76.2,76.2,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,10/21/2025,05:23:38 AM
[20],lap,stop,"10/21/2025, 05:23:39 AM",9.8,9.8,22.86,15.0,122.0,122.0,5.0,5.0,manual,swimming,1.0,34.0,22.86,freestyle,1.0,122.0,,10/21/2025,05:23:48 AM
[21],lap,stop,"10/21/2025, 05:23:48 AM",10.8,10.8,0.0,,122.0,122.0,0.0,0.0,manual,swimming,0.0,,,,0.0,122.0,0.0,10/21/2025,05:23:58 AM
[22],lap,stop,"10/21/2025, 05:23:59 AM",40.4,40.4,68.58,20.0,144.0,144.0,20.0,20.0,manual,swimming,3.0,36.0,68.58,freestyle,3.0,144.0,,10/21/2025,05:24:39 AM
[23],lap,stop,"10/21/2025, 05:24:46 AM",23.4,23.4,0.0,,144.0,144.0,0.0,0.0,manual,swimming,0.0,,,,0.0,144.0,0.0,10/21/2025,05:25:09 AM
[24],lap,stop,"10/21/2025, 05:25:09 AM",18.3,18.3,22.86,,144.0,144.0,0.0,0.0,manual,swimming,1.0,40.0,22.86,im,1.0,144.0,,10/21/2025,05:25:27 AM
[25],lap,stop,"10/21/2025, 05:25:28 AM",5.7,5.7,0.0,,144.0,144.0,0.0,0.0,manual,swimming,0.0,,,,0.0,144.0,0.0,10/21/2025,05:25:33 AM
[26],lap,stop,"10/21/2025, 05:25:33 AM",27.7,27.7,45.72,21.0,151.0,151.0,14.0,14.0,manual,swimming,2.0,42.0,45.72,freestyle,2.0,151.0,,10/21/2025,05:26:00 AM
[27],lap,stop,"10/21/2025, 05:26:04 AM",25.1,25.1,22.86,28.0,164.0,164.0,3.0,3.0,manual,swimming,1.0,45.0,22.86,im,1.0,164.0,,10/21/2025,05:26:29 AM
[28],lap,stop,"10/21/2025, 05:26:29 AM",25.9,25.9,0.0,,164.0,164.0,0.0,0.0,manual,swimming,0.0,,,,0.0,164.0,0.0,10/21/2025,05:26:54 AM
[29],lap,stop,"10/21/2025, 05:26:55 AM",41.2,41.2,68.58,20.0,150.0,150.0,20.0,20.0,manual,swimming,3.0,47.0,68.58,freestyle,3.0,150.0,,10/21/2025,05:27:36 AM
[30],lap,stop,"10/21/2025, 05:27:44 AM",27.8,27.8,22.86,29.0,158.0,158.0,1.0,1.0,manual,swimming,1.0,51.0,22.86,im,1.0,158.0,,10/21/2025,05:28:11 AM
[31],lap,stop,"10/21/2025, 05:28:12 AM",26.2,26.2,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,10/21/2025,05:28:38 AM
[32],lap,stop,"10/21/2025, 05:28:38 AM",64.3,64.3,91.44,24.0,152.0,152.0,32.0,32.0,manual,swimming,4.0,53.0,91.44,freestyle,4.0,152.0,,10/21/2025,05:29:42 AM
[33],lap,stop,"10/21/2025, 05:29:55 AM",24.0,24.0,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,10/21/2025,05:30:19 AM
[34],lap,stop,"10/21/2025, 05:30:19 AM",68.4,68.4,91.44,24.0,150.0,150.0,27.0,27.0,manual,swimming,4.0,58.0,91.44,freestyle,4.0,150.0,,10/21/2025,05:31:27 AM
[35],lap,stop,"10/21/2025, 05:31:33 AM",15.7,15.7,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,10/21/2025,05:31:48 AM
[36],lap,stop,"10/21/2025, 05:31:48 AM",21.0,21.0,22.86,,144.0,144.0,0.0,0.0,manual,swimming,1.0,63.0,22.86,im,1.0,144.0,,10/21/2025,05:32:09 AM
[37],lap,stop,"10/21/2025, 05:32:10 AM",34.7,34.7,45.72,27.0,158.0,158.0,19.0,19.0,manual,swimming,2.0,65.0,45.72,freestyle,2.0,158.0,,10/21/2025,05:32:44 AM
[38],lap,stop,"10/21/2025, 05:32:47 AM",30.1,30.1,22.86,31.0,162.0,162.0,1.0,1.0,manual,swimming,1.0,68.0,22.86,im,1.0,162.0,,10/21/2025,05:33:17 AM
[39],lap,stop,"10/21/2025, 05:33:17 AM",136.2,136.2,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,10/21/2025,05:35:33 AM
[40],lap,stop,"10/21/2025, 05:35:33 AM",26.6,26.6,45.72,22.0,122.0,122.0,16.0,16.0,manual,swimming,2.0,70.0,45.72,mixed,2.0,122.0,,10/21/2025,05:35:59 AM
[41],lap,stop,"10/21/2025, 05:36:03 AM",23.8,23.8,0.0,,122.0,122.0,0.0,0.0,manual,swimming,0.0,,,,0.0,122.0,0.0,10/21/2025,05:36:26 AM
[42],lap,stop,"10/21/2025, 05:36:27 AM",31.8,31.8,45.72,25.0,149.0,149.0,18.0,18.0,manual,swimming,2.0,73.0,45.72,mixed,2.0,149.0,,10/21/2025,05:36:58 AM
[43],lap,stop,"10/21/2025, 05:37:02 AM",19.8,19.8,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,10/21/2025,05:37:21 AM
[44],lap,stop,"10/21/2025, 05:37:22 AM",32.3,32.3,45.72,26.0,153.0,153.0,18.0,18.0,manual,swimming,2.0,76.0,45.72,mixed,2.0,153.0,,10/21/2025,05:37:54 AM
[45],lap,stop,"10/21/2025, 05:37:56 AM",20.5,20.5,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,10/21/2025,05:38:16 AM
[46],lap,stop,"10/21/2025, 05:38:17 AM",36.1,36.1,45.72,28.0,150.0,150.0,19.0,19.0,manual,swimming,2.0,79.0,45.72,mixed,2.0,150.0,,10/21/2025,05:38:53 AM
[47],lap,stop,"10/21/2025, 05:38:55 AM",16.9,16.9,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,10/21/2025,05:39:11 AM
[48],lap,stop,"10/21/2025, 05:39:12 AM",29.3,29.3,45.72,25.0,154.0,154.0,19.0,19.0,manual,swimming,2.0,82.0,45.72,mixed,2.0,154.0,,10/21/2025,05:39:41 AM
[49],lap,stop,"10/21/2025, 05:39:44 AM",23.3,23.3,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,10/21/2025,05:40:07 AM
[50],lap,stop,"10/21/2025, 05:40:08 AM",30.3,30.3,45.72,24.0,159.0,159.0,18.0,18.0,manual,swimming,2.0,85.0,45.72,mixed,2.0,159.0,,10/21/2025,05:40:38 AM
[51],lap,stop,"10/21/2025, 05:40:40 AM",21.5,21.5,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,10/21/2025,05:41:01 AM
[52],lap,stop,"10/21/2025, 05:41:01 AM",33.7,33.7,45.72,28.0,161.0,161.0,21.0,21.0,manual,swimming,2.0,88.0,45.72,mixed,2.0,161.0,,10/21/2025,05:41:34 AM
[53],lap,stop,"10/21/2025, 05:41:38 AM",20.1,20.1,0.0,,161.0,161.0,0.0,0.0,manual,swimming,0.0,,,,0.0,161.0,0.0,10/21/2025,05:41:58 AM
[54],lap,stop,"10/21/2025, 05:41:58 AM",31.3,31.3,45.72,25.0,162.0,162.0,18.0,18.0,manual,swimming,2.0,91.0,45.72,mixed,2.0,162.0,,10/21/2025,05:42:29 AM
[55],lap,stop,"10/21/2025, 05:42:33 AM",59.3,59.3,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,10/21/2025,05:43:32 AM
[56],lap,stop,"10/21/2025, 05:43:32 AM",11.1,11.1,22.86,20.0,141.0,141.0,9.0,9.0,manual,swimming,1.0,94.0,22.86,butterfly,1.0,141.0,,10/21/2025,05:43:43 AM
[57],lap,stop,"10/21/2025, 05:43:43 AM",48.5,48.5,0.0,,141.0,141.0,0.0,0.0,manual,swimming,0.0,,,,0.0,141.0,0.0,10/21/2025,05:44:31 AM
[58],lap,stop,"10/21/2025, 05:44:32 AM",11.4,11.4,22.86,18.0,135.0,135.0,7.0,7.0,manual,swimming,1.0,96.0,22.86,freestyle,1.0,135.0,,10/21/2025,05:44:43 AM
[59],lap,stop,"10/21/2025, 05:44:43 AM",48.5,48.5,0.0,,135.0,135.0,0.0,0.0,manual,swimming,0.0,,,,0.0,135.0,0.0,10/21/2025,05:45:31 AM
[60],lap,stop,"10/21/2025, 05:45:32 AM",11.3,11.3,22.86,21.0,138.0,138.0,10.0,10.0,manual,swimming,1.0,98.0,22.86,butterfly,1.0,138.0,,10/21/2025,05:45:43 AM
[61],lap,stop,"10/21/2025, 05:45:43 AM",47.6,47.6,0.0,,138.0,138.0,0.0,0.0,manual,swimming,0.0,,,,0.0,138.0,0.0,10/21/2025,05:46:30 AM
[62],lap,stop,"10/21/2025, 05:46:31 AM",12.8,12.8,22.86,23.0,143.0,143.0,10.0,10.0,manual,swimming,1.0,100.0,22.86,freestyle,1.0,143.0,,10/21/2025,05:46:43 AM
[63],lap,stop,"10/21/2025, 05:46:44 AM",45.9,45.9,0.0,,143.0,143.0,0.0,0.0,manual,swimming,0.0,,,,0.0,143.0,0.0,10/21/2025,05:47:29 AM
[64],lap,stop,"10/21/2025, 05:47:29 AM",334.2,334.2,228.6,79.0,140.0,140.0,2.0,2.0,manual,swimming,10.0,102.0,228.6,im,10.0,140.0,,10/21/2025,05:53:03 AM
[65],lap,stop,"10/21/2025, 05:53:03 AM",33.7,33.7,0.0,,140.0,140.0,0.0,0.0,manual,swimming,0.0,,,,0.0,140.0,0.0,10/21/2025,05:53:36 AM
[66],lap,stop,"10/21/2025, 05:53:37 AM",10.7,10.7,22.86,16.0,149.0,149.0,5.0,5.0,manual,swimming,1.0,113.0,22.86,im,1.0,149.0,,10/21/2025,05:53:47 AM
[67],lap,stop,"10/21/2025, 05:53:48 AM",17.5,17.5,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,10/21/2025,05:54:05 AM
[68],lap,stop,"10/21/2025, 05:54:05 AM",119.3,119.3,91.44,,156.0,156.0,0.0,0.0,manual,swimming,4.0,115.0,91.44,im,4.0,156.0,,10/21/2025,05:56:04 AM
[69],lap,stop,"10/21/2025, 05:56:05 AM",31.4,31.4,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,10/21/2025,05:56:36 AM
[70],lap,stop,"10/21/2025, 05:56:36 AM",40.8,40.8,45.72,26.0,156.0,156.0,12.0,12.0,manual,swimming,2.0,120.0,45.72,freestyle,2.0,156.0,,10/21/2025,05:57:16 AM
[71],,,"10/21/2025, 05:57:16 AM",80.2,80.2,,,,,,,,,,,,,,,,10/21/2025,05:58:37 AM
[0],lap,stop,"10/30/2025, 05:16:20 AM",131.2,131.2,182.88,25.0,102.0,102.0,66.0,66.0,manual,swimming,8.0,0.0,182.88,freestyle,8.0,102.0,,10/30/2025,05:18:31 AM
[1],lap,stop,"10/30/2025, 05:19:19 AM",4.9,4.9,0.0,,102.0,102.0,0.0,0.0,manual,swimming,0.0,,,,0.0,102.0,0.0,10/30/2025,05:19:23 AM
